suicide-class	passive/tok	passive/typ	passive/time	(“I” + mental-verb)/time	neut/typ	diff between sums across all n-grams	% non-suicide 2-grams	% non-suicide 4-grams	diff for 1-gram %s	diff for 2-gram %s	average for all non-suicide n-gram %s	diff between n-gram % averages	det/token
suicide	0.0033444816	0.0093457944	0.005988024	0	0.1962616822	-0.0081386867	0.0656565657	0.003968254	0.0102040816	-0.0101010101	0.015441569	-0.0013564478	0.1257142857
suicide	0.0029239766	0.0048076923	0.00625	0	0.0432692308	-0.095430137	0.04	0.0153061224	-0.0427807487	-0.0114285714	0.026880322	-0.0159050228	0.0925
suicide	0.049833887	0.1327433628	0.0769230769	0	0.1327433628	0.0071500902	0.0526315789	0	0.0092592593	-0.014354067	0.0163053135	0.0011916817	0.1151515152
suicide	0.0132890365	0.0330578512	0.0240963855	0	0.0743801653	0.024364131	0.0628019324	0	0.0256410256	-0.0144927536	0.0176334232	0.0040606885	0.0647058824
suicide	0	0	0	0	0.3181818182	-0.0528619529	0.0795454545	0.0074074074	-0.0227272727	-0.0227272727	0.0211535857	-0.0088103255	0.064516129
suicide	0.0089686099	0.0185185185	0.0111111111	0	0.1203703704	-0.0238745687	0.0414507772	0	-0.0094339623	-0.0051813472	0.0170849129	-0.0039790948	0.1169811321
suicide	0.0157728707	0.0406504065	0.0324675325	0	0.1382113821	0.0253584799	0.0547945205	0	0.0170940171	0	0.0169436324	0.0042264133	0.1489971347
suicide	0	0	0	0.0125	0.0595238095	0.0602254113	0.037037037	0	0.0119047619	0.0074074074	0.0172350269	0.0100375686	0.0865800866
suicide	0.0068027211	0.0131578947	0.006557377	0	0.0197368421	-0.0478623164	0.083032491	0	0	-0.0541516245	0.0241462258	-0.0079770527	0.1201201201
suicide	0.0119047619	0.0315789474	0.0173410405	0.0115606936	0.2947368421	-0.0578032648	0.0705882353	0.0050761421	-0.0113636364	-0.0411764706	0.0207845733	-0.0096338775	0.1103896104
suicide	0.0084745763	0.0170940171	0.0089686099	0.0179372197	0.0683760684	-0.0653017307	0.056122449	0.0133333333	-0.0454545455	-0.0153061224	0.0297994833	-0.0108836218	0.1011673152
suicide	0.0038461538	0.0083333333	0.0047393365	0.0568720379	0.15	-0.0584144148	0.0714285714	0.0098522167	-0.0275229358	-0.010989011	0.0278922255	-0.0097357358	0.0680272109
suicide	0.0033222591	0.0095238095	0.0046948357	0.0046948357	0.1428571429	-0.1252746454	0.0549450549	0.0193236715	-0.0404040404	-0.0274725275	0.0330336197	-0.0208791076	0.0798816568
suicide	0	0	0	0.0051546392	0.0975609756	0.0124820474	0.0465116279	0	0.0126582278	-0.007751938	0.0119713473	0.0020803412	0.0984455959
suicide	0	0	0	0	0.0202702703	-0.056372941	0.0557768924	0	-0.0215827338	-0.0199203187	0.0207873275	-0.0093954902	0.1036866359
suicide	0.0113207547	0.025	0.0136363636	0.0181818182	0.075	0.0035122057	0.0426540284	0	-0.0092592593	0.0047393365	0.016048096	0.0005853676	0.0976430976
suicide	0	0	0	0	0.0775862069	-0.0135381118	0.0441176471	0.0131004367	0.0089285714	-0.0049019608	0.0177208711	-0.002256352	0.0776119403
suicide	0.0040322581	0.0103092784	0.0036900369	0.0073800738	0.1546391753	-0.0561371648	0.0606060606	0	-0.0217391304	-0.0181818182	0.0263759807	-0.0093561941	0.1443661972
suicide	0.0033222591	0.0079365079	0.0063694268	0.0318471338	0.126984127	0.0037213061	0.0509259259	0.0038461538	-0.0165289256	0	0.0187318309	0.0006202177	0.1091445428
suicide	0.0046511628	0.0081300813	0.0053191489	0	0.0894308943	0.0749310209	0.0372093023	0.0041666667	0.0254237288	0.0325581395	0.0139581417	0.0124885035	0.148
suicide	0.0025839793	0.0067567568	0.007518797	0.1503759398	0.1148648649	-0.1143678722	0.0367346939	0.0132890365	-0.0416666667	-0.0040816327	0.0325703347	-0.019061312	0.0592105263
suicide	0.0115207373	0.0326797386	0.0263157895	0.0210526316	0.1568627451	-0.1161931036	0.0779661017	0.0160857909	-0.0287769784	-0.0372881356	0.0337422178	-0.0193655173	0.0503144654
suicide	0.0341296928	0.0735294118	0.0485436893	0	0.1029411765	-0.014141399	0.0420168067	0	-0.0076923077	0.0168067227	0.0217911136	-0.0023568998	0.1482649842
suicide	0.014084507	0.0287769784	0.0184331797	0	0.0575539568	0.0151936027	0.05078125	0.0035211268	-0.022556391	0.0234375	0.0258324592	0.0025322671	0.1407185629
suicide	0.0017921147	0.0046511628	0.0029239766	0	0.1023255814	-0.0542555443	0.0498812352	0	-0.0495049505	-0.0047505938	0.027460692	-0.0090425907	0.1182108626
suicide	0.0022026432	0.0064102564	0.0038461538	0	0.1217948718	-0.0743861065	0.059602649	0	-0.0422535211	-0.0264900662	0.0260062712	-0.0123976844	0.1321100917
suicide	0	0	0	0	0.0387596899	-0.0355555556	0.0533333333	0	0	-0.0355555556	0.0187867178	-0.0059259259	0.1540983607
suicide	0.003125	0.0098039216	0.0053475936	0	0.0392156863	-0.0734528547	0.0793650794	0	-0.0434782609	-0.0211640212	0.0252223418	-0.0122421425	0.1205479452
suicide	0.0089686099	0.0222222222	0.0218579235	0	0.1722222222	-0.0081930632	0.0431893688	0	-0.005988024	0.0066445183	0.0241201365	-0.0013655105	0.1687242798
suicide	0.0024752475	0.00456621	0.0051813472	0	0.0821917808	-0.0337692302	0.0391198044	0.0043478261	-0.0304568528	-0.0122249389	0.0191377097	-0.005628205	0.0723404255
suicide	0	0	0	0	0.0632911392	-0.0433362694	0.0641025641	0.0054200542	0.0066666667	-0.0192307692	0.023418089	-0.0072227116	0.11352657
suicide	0.0061349693	0.0136054422	0.0103092784	0	0.1292517007	0.0215679601	0.0355731225	0.0096463023	0.0070422535	0.0276679842	0.0184938131	0.00359466	0.1671388102
suicide	0.0033898305	0.0090497738	0.0055248619	0	0.0995475113	-0.0502942168	0.0455696203	0.0021367521	-0.0366972477	-0.0025316456	0.0273748006	-0.0083823695	0.1265060241
suicide	0.0145530146	0.0358974359	0.0327102804	0.0046728972	0.1025641026	-0.0459285507	0.0407608696	0.0023364486	-0.0165745856	-0.0054347826	0.0240710333	-0.0076547584	0.1
suicide	0.0028818444	0.0090909091	0.0054347826	0.0163043478	0.1	-0.0818239195	0.0655021834	0.0101351351	-0.0097087379	-0.0218340611	0.0310374672	-0.0136373199	0.0853333333
suicide	0	0	0	0	0.019047619	-0.0251951077	0.0705882353	0.0099009901	0.02	-0.0352941176	0.0201600716	-0.0041991846	0.0734463277
suicide	0.0080862534	0.0189873418	0.0175438596	0	0.0696202532	-0.1070916021	0.0688405797	0	-0.064516129	-0.0326086957	0.027666764	-0.0178486003	0.0714285714
